In box,DATE_COL,SITE_ID,UNIQUE_ID,LATITUDE,LONGITUDE,TARGET_TAXON,TOTAL,LIFE_STAGE,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,FFG,HABIT,COLLECTED_BY,IDENTIFIED_BY,NOTES,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_248,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_249,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_250,41.15978,-77.899456,Liodessus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Liodessus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_251,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_252,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_253,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_254,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_255,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_256,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_257,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_258,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_259,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_260,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_261,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_262,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_263,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_264,41.15978,-77.899456,Aedes,1,Larvae,Arthropoda,Insecta,Diptera,Culicidae,Culicinae,Aedes,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_265,41.15978,-77.899456,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_266,41.15978,-77.899456,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-06,BDEG_2,PSU_VP_267,40.80081,-77.506195,Gerris,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,Gerrinae,Gerris,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-06,BDEG_2,PSU_VP_268,40.80081,-77.506195,Scirtidae,1,Larvae,Arthropoda,Insecta,Coleoptera,Scirtidae,,,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-06,BDEG_2,PSU_VP_269,40.80081,-77.506195,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Lesteva,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-06,BDEG_2,PSU_VP_270,40.80081,-77.506195,Lesteva,1,Adult,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Lesteva,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_271,40.93583,-78.032284,Oligochaeta,22,Larvae,Arthropoda,Clitellata,Oligochaeta,,,,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_272,40.93583,-78.032284,Aeshna,1,Naiad,Arthropoda,Insecta,Odonata,Aeshnidae,,Aeshna,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_273,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_274,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_275,40.93583,-78.032284,Hydroporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-07-05,MSHN_2,PSU_VP_276,40.93583,-78.032284,Neoporus,1,Adult,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Neoporus,,,,M. Ward,,,,,,,,,,,
TRUE,2023-05-16,MSHN_1,PSU_VP_277,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_278,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_279,40.84595,-78.097878,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_280,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_1,PSU_VP_281,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_282,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_283,40.94993,-78.002096,Orthocladinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_284,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_285,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_286,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_287,40.94993,-78.002096,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-16,MSHN_3,PSU_VP_288,40.94993,-78.002096,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_289,40.93583,-78.032284,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_290,40.93583,-78.032284,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-05-23,MSHN_2,PSU_VP_291,40.93583,-78.032284,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_292,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_293,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_294,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_295,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_296,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_297,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_298,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_299,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_300,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_301,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_302,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_303,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_304,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_305,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_306,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_307,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_308,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_309,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_310,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_311,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_312,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_313,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_314,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_315,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_316,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_317,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_318,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_319,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_320,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_321,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_322,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_323,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-22,SPRL_3,PSU_VP_324,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_325,41.15978,-77.899456,Orthocladinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladinae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_326,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_327,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_328,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_329,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-03,SPRL_3,PSU_VP_330,41.15978,-77.899456,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-24,BDEG_2,PSU_VP_331,40.80081,-77.506195,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_332,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_333,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-24,BDEG_3,PSU_VP_334,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_335,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_336,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_337,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_338,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_339,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-05-17,BDEG_3,PSU_VP_340,40.80368,-77.499264,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_341,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_342,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_343,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_344,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_345,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_346,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_347,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_348,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_349,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_350,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_351,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_352,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_353,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_354,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_355,40.84595,-78.097878,Chironomini,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_356,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_357,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_358,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_359,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_360,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_361,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_362,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_363,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_364,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_365,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_366,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-05,MSHN_1,PSU_VP_367,40.84595,-78.097878,Tanypodinae,1,Larvae,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,,,,,,,,,,,,,,
TRUE,2023-07-12,BDEG_3,PSU_VP_380,40.80368,-77.499264,Gerridae,1,Adult,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,,,,,
TRUE,2023-07-12,BDEG_3,PSU_VP_381,40.80368,-77.499264,Chauliodes,1,Larvae,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodinae,Chauliodes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
